, but
べんきょうしましたが、わすれました。,Benkyou shimashita ga, wasuremashita.= Lit. I studied but forgot.
べんきょうしましたけど、わすれました。,Benkyou shimashita kedo, wasuremashita.
べんきょうしましたけれど、わすれました。,Benkyou shimashita keredo, wasuremashita.
べんきょうしましたけれども、わすれました。,Benkyou shimashita keredomo, wasuremashita.
べんきょうしました。でも、わすれました。,Benkyou shimashita. Demo, wasuremashita.
べんきょうしました。だけど、わすれました。,Benkyou shimashita. Dakedo, wasuremashita.
べんきょうしました。しかし、わすれました。,Benkyou shimashita. Shikashi, wasuremashita.

, but
むずかしいですが、がんばります。 ,Muzukashii desu ga, gambarimasu. = Lit. Difficult, but I will do my best.
むずかしいですけど、がんばります。 ,Muzukashii desu kedo, gambarimasu.
むずかしいですけれど、がんばります。,Muzukashii desu keredo, gambarimasu.
むずかしいですけれども、がんばります。,Muzukashii desu keredomo, gambarimasu.
むずかしいです。でも、がんばります。,Muzukashii desu. Demo, gambarimasu.
むずかしいです。だけど、がんばります。,Muzukashii desu. Dakedo, gambarimasu.
むずかしいです。しかし、がんばります。,Muzukashii desu. Shikashi, gambarimasu.

,[noun/na-adj./particl] +だけど、...
日曜日だけど、仕事をします。,（にちようびだけど、しごとをします)It's Sunday, but I will do the work.
便利だけど、高いです。, （べんりだけど、たかいです)It's convenient, but it's expensive.
仕事は９時からだけど、少し遅くなります。, （しごとはくじからだけど、すこしおそくなります)I work from 9 o'clock but it will be a bit late.

,[i-adj./verb plain form] +けど、...
安いけど、あまりよくないです。, （やすいけど、あまりよくないです)It's cheap, but not very good.
おもしろいけど、好きではありません。 ,（おもしろいけど、すきではありません)It is interesting, but I do not like it.
できるけど、しません。 ,I can, but I will not.
宿題をしたけど、忘れました。 ,（しゅくだいをしたけど、わすれました)I did my homework, but I forgot.

,[...です/...ます] +けど、...
日曜日ですけど、仕事をします。 ,（にちようびですけど、しごとをします)It is Sunday, but I will do the work.
便利ですけど、高いです。 ,（べんりですけど、たかいです)It's convenient, but it's expensive.
仕事は９時からですけど、少し遅くなります。 ,（しごとはくじからですけど、すこしおそくなります)I work from 9 o'clock but it will be a bit late.
安いですけど、あまりよくないです。 ,（やすいですけど、あまりよくないです)It's cheap, but not very good.
おもしろいですけど、好きではありません。 ,（おもしろいですけど、すきではありません)It is interesting, but I do not like it.
できますけど、しません。, I can, but I will not.
宿題をしましたけど、忘れました。, （しゅくだいをしましたけど、わすれました)I did my homework, but I forgot.

,...。だけど/でも、...
日曜日です。だけど/でも、仕事をします。, （にちようびです。だけど/でも、しごとをします)It is Sunday. But, I will do the work.
便利です。だけど/でも、高いです。 ,（べんりです。だけど/でも、たかいです)Convenient. However, it is expensive. .
仕事は９時からです。だけど/でも、少し遅くなります。 ,（しごとはくじからです。だけど/でも、すこしおそくなります)My work is from 9 o'clock. But, it will be a little late.
安いです。だけど/でも、あまりよくないです。 ,（やすいです。だけど/でも、あまりよくないです)It's cheap. However, it is not very good.
おもしろいです。だけど/でも、好きではありません。 ,（おもしろいです。だけど/でも、すきではありません)It's funny. But, I do not like it.
できます。だけど/でも、しません。,I can do it. But, I will not.
宿題をしました。だけど/でも、忘れました。 ,（しゅくだいをした。だけど/でも、わすれました)I did my homework. But, I forgot.

, or Noun + か + Noun
今日か明日、連絡します。, （きょうか あした、れんらくします )I will contact you today or tomorrow.
お水かお茶をください。 ,（おみずか おちゃを ください )Please give me some water or tea.
月曜日か火曜日に時間がありますか。 ,（げつようびか かようびに じかんがありますか )Do you have time on Monday or Tuesday?
今日か明日、電話します。 ,（きょうか あした でんわします )I will call you today or tomorrow.

, or Formal: Noun + または + Noun
今日、または明日、連絡します。 ,（きょう、またはあした、れんらくします )I will contact you today or tomorrow.
メールまたは電話をください。 ,（メールまたはでんわを ください )Please e - mail or call me.
今週の木曜日、または金曜日に連絡します。 ,（こんしゅうの もくようび、または きんようびに れんらくします )I will contact you this Thursday or Friday.

,Sentence + または + Sentence
メールをします。または、電話します。 ,（メールをします。または、でんわします )I will mail you. Or, I will call you.
郵便で送ってください。または、メールで送ってください。 ,（ゆうびんで おくってください。または、メールで おくってください )Please send by mail. Or send by e-mail.

,Questions:それとも
今日ですか。それとも、明日ですか。 ,（きょうですか。それとも、あしたですか )Is it today. Or is it tomorrow?
明日、電話しましょうか。それとも、メールがいいですか。 ,（あした、でんわしましょうか。それとも、メールがいいですか )Shall I call you tomorrow? Or is it better to mail?
